order_id,order_date_id,customer_id,product_id,location_id,quantity,cost_price,selling_price,discount_amount,shipping_cost,revenue,net_profit,order_status,payment_method,date,day,month,month_name,quarter,year,week_day,customer_name,gender,age_group,product_name,category,sub_category,brand,country,state,city,region
ORD-0005343,20240301,CUST-00262,PROD-0066,LOC-0020,1,46.95,68.52,8.27,15.86,60.25,-2.56,Delivered,Credit Card,2024-03-01,1,3,March,Q1,2024,Friday,Jessica Scott,Female,25-34,Premium Yoga Mat,Sports,Fitness,Gaiam,UK,England,Birmingham,Midlands
ORD-0005344,20240301,CUST-00246,PROD-0092,LOC-0016,3,4.56,5.18,0.0,14.51,15.54,-12.65,Shipped,Cash on Delivery,2024-03-01,1,3,March,Q1,2024,Friday,David Flores,Male,45-54,Classic Potato Chips 300g,Grocery,Snacks,Lay's,Canada,Manitoba,Winnipeg,Central
ORD-0005345,20240301,CUST-00267,PROD-0074,LOC-0023,1,6.91,13.83,0.0,5.3,13.83,1.62,Delivered,Debit Card,2024-03-01,1,3,March,Q1,2024,Friday,Ayumi Thompson,Female,35-44,Niacinamide 10% Serum 30ml,Beauty,Skincare,The Ordinary,UK,Northern Ireland,Belfast,North
ORD-0005346,20240301,CUST-00020,PROD-0093,LOC-0054,1,31.6,34.32,1.54,22.89,32.78,-21.71,Pending,Credit Card,2024-03-01,1,3,March,Q1,2024,Friday,Sophia Bauer,Female,18-24,Energy Drink 250ml x24,Grocery,Beverages,Red Bull,Japan,Hokkaido,Sapporo,North
ORD-0005347,20240302,CUST-00227,PROD-0098,LOC-0025,2,169.25,259.68,0.0,26.03,519.36,154.83,Delivered,Debit Card,2024-03-02,2,3,March,Q1,2024,Saturday,Sophia Hill,Female,25-34,Icons Botanical Garden,Toys & Games,Building Sets,LEGO,Australia,Victoria,Melbourne,South
ORD-0005348,20240302,CUST-00270,PROD-0105,LOC-0029,2,457.67,579.83,108.8,65.49,1050.86,70.03,Delivered,Credit Card,2024-03-02,2,3,March,Q1,2024,Saturday,Megan Singh,Female,25-34,ErgoChair Pro,Office,Furniture,Autonomous,Australia,Australian Capital Territory,Canberra,East
ORD-0005349,20240302,CUST-00043,PROD-0093,LOC-0025,1,33.5,36.35,0.0,35.7,36.35,-32.85,Pending,Credit Card,2024-03-02,2,3,March,Q1,2024,Saturday,Christopher Thomas,Male,25-34,Energy Drink 250ml x24,Grocery,Beverages,Red Bull,Australia,Victoria,Melbourne,South
ORD-0005350,20240303,CUST-00098,PROD-0027,LOC-0043,2,39.0,47.61,0.0,8.17,95.22,9.05,Delivered,Debit Card,2024-03-03,3,3,March,Q1,2024,Sunday,Edward Petit,Male,25-34,MagSafe Charger,Electronics,Accessories,Apple,Germany,Hesse,Frankfurt,Central
ORD-0005351,20240303,CUST-00180,PROD-0038,LOC-0014,2,77.1,140.16,0.0,25.48,280.32,100.64,Delivered,Credit Card,2024-03-03,3,3,March,Q1,2024,Sunday,Ayumi Scott,Female,45-54,High-Waist Wide Leg Trousers,Clothing,Women's Wear,Mango,Canada,Alberta,Calgary,West
ORD-0005352,20240303,CUST-00020,PROD-0033,LOC-0029,2,104.72,192.86,22.59,21.41,363.13,132.28,Shipped,Cash on Delivery,2024-03-03,3,3,March,Q1,2024,Sunday,Sophia Bauer,Female,18-24,Slim Chino Pants,Clothing,Men's Wear,Tommy Hilfiger,Australia,Australian Capital Territory,Canberra,East
ORD-0005353,20240304,CUST-00309,PROD-0056,LOC-0007,1,89.68,119.26,0.0,19.52,119.26,10.06,Delivered,Debit Card,2024-03-04,4,3,March,Q1,2024,Monday,Dennis Taylor,Male,25-34,AF101 Air Fryer 4Qt,Home & Kitchen,Appliances,Ninja,USA,Illinois,Chicago,Midwest
ORD-0005354,20240304,CUST-00240,PROD-0027,LOC-0026,1,39.0,46.26,0.0,9.3,46.26,-2.04,Delivered,Cash on Delivery,2024-03-04,4,3,March,Q1,2024,Monday,Barbara Wilson,Female,35-44,MagSafe Charger,Electronics,Accessories,Apple,Australia,Queensland,Brisbane,North
ORD-0005355,20240304,CUST-00400,PROD-0096,LOC-0040,3,23.74,34.37,0.0,48.82,103.11,-16.93,Cancelled,Credit Card,2024-03-04,4,3,March,Q1,2024,Monday,Daniel Becker,Male,35-44,Monopoly Classic Edition,Toys & Games,Board Games,Hasbro,Germany,Hamburg,Hamburg,North
ORD-0005356,20240304,CUST-00306,PROD-0097,LOC-0021,2,323.34,489.17,89.44,33.39,888.9,208.83,Cancelled,Debit Card,2024-03-04,4,3,March,Q1,2024,Monday,Charlotte Campbell,Female,45-54,Technic Bugatti Chiron,Toys & Games,Building Sets,LEGO,UK,England,Leeds,North
ORD-0005357,20240304,CUST-00191,PROD-0083,LOC-0007,1,47.08,83.68,0.0,3.34,83.68,33.26,Cancelled,Debit Card,2024-03-04,4,3,March,Q1,2024,Monday,Amanda Nair,Female,18-24,Flawless Foundation,Beauty,Makeup,Charlotte Tilbury,USA,Illinois,Chicago,Midwest
ORD-0005358,20240305,CUST-00364,PROD-0064,LOC-0023,1,387.35,591.67,0.0,85.6,591.67,118.72,Delivered,Debit Card,2024-03-05,5,3,March,Q1,2024,Tuesday,Ryota Roberts,Male,18-24,SelectTech 552 Dumbbells,Sports,Fitness,Bowflex,UK,Northern Ireland,Belfast,North
ORD-0005359,20240305,CUST-00309,PROD-0059,LOC-0045,1,171.94,238.39,0.0,17.77,238.39,48.68,Shipped,Credit Card,2024-03-05,5,3,March,Q1,2024,Tuesday,Dennis Taylor,Male,25-34,Vertuo Next Machine,Home & Kitchen,Appliances,Nespresso,France,Auvergne-Rhone-Alpes,Lyon,Southeast
ORD-0005360,20240305,CUST-00418,PROD-0016,LOC-0012,1,143.47,168.4,0.0,14.99,168.4,9.94,Shipped,Debit Card,2024-03-05,5,3,March,Q1,2024,Tuesday,Brandon Hernandez,Male,35-44,Fire HD 10,Electronics,Tablets,Amazon,Canada,British Columbia,Vancouver,West
ORD-0005361,20240305,CUST-00344,PROD-0050,LOC-0037,1,113.43,168.18,0.0,16.15,168.18,38.6,Returned,Cash on Delivery,2024-03-05,5,3,March,Q1,2024,Tuesday,Isabella Yamamoto,Female,25-34,Align High-Rise Leggings,Clothing,Sportswear,Lululemon,India,Gujarat,Ahmedabad,West
ORD-0005362,20240305,CUST-00317,PROD-0054,LOC-0031,1,369.11,493.93,0.0,20.8,493.93,104.02,Delivered,Debit Card,2024-03-05,5,3,March,Q1,2024,Tuesday,Joseph Moreau,Male,18-24,Dutch Oven 5.5 Qt,Home & Kitchen,Cookware,Le Creuset,India,Karnataka,Bangalore,South
ORD-0005363,20240306,CUST-00197,PROD-0040,LOC-0054,1,82.04,140.58,2.3,9.38,138.28,46.86,Shipped,Credit Card,2024-03-06,6,3,March,Q1,2024,Wednesday,Ryota Williams,Male,25-34,Wrap Midi Skirt,Clothing,Women's Wear,Anthropologie,Japan,Hokkaido,Sapporo,North
ORD-0005364,20240306,CUST-00236,PROD-0001,LOC-0053,1,1121.03,1276.51,55.47,7.97,1221.04,92.04,Delivered,Cash on Delivery,2024-03-06,6,3,March,Q1,2024,Wednesday,Mia Walker,Female,45-54,iPhone 14 Pro,Electronics,Smartphones,Apple,Japan,Aichi,Nagoya,Central
ORD-0005365,20240306,CUST-00073,PROD-0053,LOC-0012,2,42.72,55.47,9.12,34.86,101.82,-18.48,Delivered,Credit Card,2024-03-06,6,3,March,Q1,2024,Wednesday,Tyler Flores,Male,55+,Cast Iron Skillet 12-Inch,Home & Kitchen,Cookware,Lodge,Canada,British Columbia,Vancouver,West
ORD-0005366,20240306,CUST-00020,PROD-0018,LOC-0011,1,332.88,411.01,0.0,11.6,411.01,66.53,Delivered,Credit Card,2024-03-06,6,3,March,Q1,2024,Wednesday,Sophia Bauer,Female,18-24,QuietComfort 45,Electronics,Audio,Bose,Canada,Ontario,Toronto,East
ORD-0005367,20240306,CUST-00319,PROD-0105,LOC-0047,1,446.22,634.76,0.0,116.64,634.76,71.9,Delivered,Debit Card,2024-03-06,6,3,March,Q1,2024,Wednesday,Olivia Schulz,Female,35-44,ErgoChair Pro,Office,Furniture,Autonomous,France,Occitanie,Toulouse,Southwest
ORD-0005368,20240307,CUST-00344,PROD-0060,LOC-0013,1,694.51,975.71,0.0,32.23,975.71,248.97,Shipped,Credit Card,2024-03-07,7,3,March,Q1,2024,Thursday,Isabella Yamamoto,Female,25-34,V15 Detect Vacuum,Home & Kitchen,Appliances,Dyson,Canada,Quebec,Montreal,East
ORD-0005369,20240307,CUST-00154,PROD-0006,LOC-0051,1,687.05,854.59,66.09,7.83,788.5,93.62,Shipped,Cash on Delivery,2024-03-07,7,3,March,Q1,2024,Thursday,Kathleen Torres,Female,45-54,OnePlus 11,Electronics,Smartphones,OnePlus,Japan,Osaka,Osaka,West
ORD-0005370,20240307,CUST-00227,PROD-0027,LOC-0049,2,39.0,45.14,0.0,4.76,90.28,7.52,Delivered,Cash on Delivery,2024-03-07,7,3,March,Q1,2024,Thursday,Sophia Hill,Female,25-34,MagSafe Charger,Electronics,Accessories,Apple,France,Hauts-de-France,Lille,North
ORD-0005371,20240307,CUST-00202,PROD-0061,LOC-0037,2,117.26,157.48,0.0,17.14,314.96,63.3,Shipped,UPI,2024-03-07,7,3,March,Q1,2024,Thursday,Victoria Moreau,Female,25-34,Luxe Core Sheet Set,Home & Kitchen,Bedding,Brooklinen,India,Gujarat,Ahmedabad,West
ORD-0005372,20240307,CUST-00374,PROD-0079,LOC-0019,1,197.2,397.58,0.0,12.51,397.58,187.87,Returned,Credit Card,2024-03-07,7,3,March,Q1,2024,Thursday,Oliver Carter,Male,35-44,Gold Professional Styler,Beauty,Haircare,GHD,UK,England,Manchester,North
ORD-0005373,20240308,CUST-00203,PROD-0027,LOC-0032,1,39.0,44.52,1.59,5.91,42.93,-1.98,Delivered,Credit Card,2024-03-08,8,3,March,Q1,2024,Friday,Jason Roberts,Male,25-34,MagSafe Charger,Electronics,Accessories,Apple,India,Delhi,New Delhi,North
ORD-0005374,20240308,CUST-00059,PROD-0028,LOC-0038,1,83.25,95.93,0.0,4.48,95.93,8.2,Shipped,Debit Card,2024-03-08,8,3,March,Q1,2024,Friday,Amelia Sharma,Female,35-44,MX Master 3 Mouse,Electronics,Accessories,Logitech,Germany,Bavaria,Munich,South
ORD-0005375,20240308,CUST-00096,PROD-0097,LOC-0051,1,340.0,524.22,79.58,26.87,444.64,77.77,Shipped,UPI,2024-03-08,8,3,March,Q1,2024,Friday,Susan Allen,Female,25-34,Technic Bugatti Chiron,Toys & Games,Building Sets,LEGO,Japan,Osaka,Osaka,West
ORD-0005376,20240308,CUST-00323,PROD-0072,LOC-0055,3,13.63,29.25,0.0,12.39,87.75,34.47,Delivered,Cash on Delivery,2024-03-08,8,3,March,Q1,2024,Friday,Hiroshi Singh,Male,25-34,Moisturizing Lotion 250ml,Beauty,Skincare,Cetaphil,Japan,Fukuoka,Fukuoka,South
ORD-0005377,20240308,CUST-00309,PROD-0102,LOC-0053,2,25.7,34.71,0.0,19.53,69.42,-1.51,Delivered,UPI,2024-03-08,8,3,March,Q1,2024,Friday,Dennis Taylor,Male,25-34,A5 Dotted Bullet Journal,Office,Stationery,Leuchtturm,Japan,Aichi,Nagoya,Central
ORD-0005378,20240309,CUST-00295,PROD-0104,LOC-0043,1,335.73,502.04,0.0,5.2,502.04,161.11,Delivered,Debit Card,2024-03-09,9,3,March,Q1,2024,Saturday,Alice Hernandez,Female,18-24,Evolve2 55 Headset,Office,Electronics,Jabra,Germany,Hesse,Frankfurt,Central
ORD-0005379,20240309,CUST-00235,PROD-0053,LOC-0037,2,37.47,49.1,0.0,21.81,98.2,1.45,Shipped,Debit Card,2024-03-09,9,3,March,Q1,2024,Saturday,Alice Watanabe,Female,55+,Cast Iron Skillet 12-Inch,Home & Kitchen,Cookware,Lodge,India,Gujarat,Ahmedabad,West
ORD-0005380,20240309,CUST-00235,PROD-0012,LOC-0044,1,1245.75,1441.06,17.67,21.22,1423.39,156.42,Returned,Credit Card,2024-03-09,9,3,March,Q1,2024,Saturday,Alice Watanabe,Female,55+,ROG Zephyrus G14,Electronics,Laptops,ASUS,France,Ile-de-France,Paris,North
ORD-0005381,20240310,CUST-00002,PROD-0019,LOC-0035,1,216.08,267.79,0.0,4.45,267.79,47.26,Delivered,Credit Card,2024-03-10,10,3,March,Q1,2024,Sunday,Jean Sanchez,Female,55+,AirPods Pro 2nd Gen,Electronics,Audio,Apple,India,Tamil Nadu,Chennai,South
ORD-0005382,20240310,CUST-00357,PROD-0041,LOC-0004,3,144.08,231.65,100.69,10.85,594.26,151.17,Cancelled,Credit Card,2024-03-10,10,3,March,Q1,2024,Sunday,Timothy Johnson,Male,45-54,Air Max 270,Clothing,Footwear,Nike,USA,Texas,Dallas,South
ORD-0005383,20240310,CUST-00248,PROD-0021,LOC-0051,1,411.83,508.46,0.0,21.77,508.46,74.86,Delivered,Cash on Delivery,2024-03-10,10,3,March,Q1,2024,Sunday,Evelyn Brown,Female,18-24,Era 300 Speaker,Electronics,Audio,Sonos,Japan,Osaka,Osaka,West
ORD-0005384,20240311,CUST-00021,PROD-0061,LOC-0038,1,123.14,171.74,0.0,10.33,171.74,38.27,Delivered,Credit Card,2024-03-11,11,3,March,Q1,2024,Monday,Joyce Walker,Female,55+,Luxe Core Sheet Set,Home & Kitchen,Bedding,Brooklinen,Germany,Bavaria,Munich,South
ORD-0005385,20240311,CUST-00286,PROD-0035,LOC-0022,2,48.94,69.1,0.0,16.49,138.2,23.83,Delivered,Credit Card,2024-03-11,11,3,March,Q1,2024,Monday,Victoria Sato,Female,35-44,Crew Neck Sweater,Clothing,Men's Wear,H&M,UK,Wales,Cardiff,West
ORD-0005386,20240311,CUST-00248,PROD-0040,LOC-0039,1,106.74,172.45,0.0,11.96,172.45,53.75,Shipped,Credit Card,2024-03-11,11,3,March,Q1,2024,Monday,Evelyn Brown,Female,18-24,Wrap Midi Skirt,Clothing,Women's Wear,Anthropologie,Germany,Berlin,Berlin,North
ORD-0005387,20240311,CUST-00184,PROD-0006,LOC-0033,3,561.49,645.38,113.51,9.92,1822.63,128.24,Returned,Cash on Delivery,2024-03-11,11,3,March,Q1,2024,Monday,Sarah Weber,Female,35-44,OnePlus 11,Electronics,Smartphones,OnePlus,India,Maharashtra,Pune,West
ORD-0005388,20240311,CUST-00004,PROD-0027,LOC-0029,1,39.0,46.84,0.84,9.91,46.0,-2.91,Cancelled,Credit Card,2024-03-11,11,3,March,Q1,2024,Monday,Lauren Kato,Female,25-34,MagSafe Charger,Electronics,Accessories,Apple,Australia,Australian Capital Territory,Canberra,East
ORD-0005389,20240312,CUST-00256,PROD-0090,LOC-0051,4,13.78,14.98,0.0,15.43,59.92,-10.63,Delivered,Credit Card,2024-03-12,12,3,March,Q1,2024,Tuesday,Vikram Williams,Male,25-34,Pike Place Ground Coffee 1lb,Grocery,Coffee & Tea,Starbucks,Japan,Osaka,Osaka,West
ORD-0005390,20240312,CUST-00235,PROD-0027,LOC-0041,1,39.0,47.91,0.0,4.38,47.91,4.53,Delivered,Debit Card,2024-03-12,12,3,March,Q1,2024,Tuesday,Alice Watanabe,Female,55+,MagSafe Charger,Electronics,Accessories,Apple,Germany,North Rhine-Westphalia,Cologne,West
ORD-0005391,20240312,CUST-00360,PROD-0104,LOC-0022,1,314.7,416.63,0.0,5.46,416.63,96.47,Delivered,Credit Card,2024-03-12,12,3,March,Q1,2024,Tuesday,Amit Iyer,Male,45-54,Evolve2 55 Headset,Office,Electronics,Jabra,UK,Wales,Cardiff,West
ORD-0005392,20240312,CUST-00339,PROD-0054,LOC-0002,3,300.66,413.02,0.0,41.13,1239.06,295.95,Delivered,Debit Card,2024-03-12,12,3,March,Q1,2024,Tuesday,James Martinez,Male,45-54,Dutch Oven 5.5 Qt,Home & Kitchen,Cookware,Le Creuset,USA,California,San Francisco,West
ORD-0005393,20240312,CUST-00060,PROD-0099,LOC-0041,3,14.2,19.73,10.46,8.56,48.73,-2.43,Delivered,UPI,2024-03-12,12,3,March,Q1,2024,Tuesday,Edward Clark,Male,25-34,Pop! Vinyl Figure,Toys & Games,Action Figures,Funko,Germany,North Rhine-Westphalia,Cologne,West
ORD-0005394,20240313,CUST-00273,PROD-0005,LOC-0024,3,837.47,949.0,0.0,13.01,2847.0,321.58,Returned,Credit Card,2024-03-13,13,3,March,Q1,2024,Wednesday,Melissa Richard,Female,45-54,Pixel 7 Pro,Electronics,Smartphones,Google,Australia,New South Wales,Sydney,East
ORD-0005395,20240313,CUST-00262,PROD-0026,LOC-0033,1,78.38,95.88,0.0,7.84,95.88,9.66,Cancelled,Debit Card,2024-03-13,13,3,March,Q1,2024,Wednesday,Jessica Scott,Female,25-34,PowerCore 26800 mAh,Electronics,Accessories,Anker,India,Maharashtra,Pune,West
ORD-0005396,20240313,CUST-00287,PROD-0004,LOC-0053,1,410.65,500.08,26.04,7.09,474.04,56.3,Delivered,Credit Card,2024-03-13,13,3,March,Q1,2024,Wednesday,Kenji Johnson,Male,45-54,Galaxy A54,Electronics,Smartphones,Samsung,Japan,Aichi,Nagoya,Central
ORD-0005397,20240313,CUST-00157,PROD-0054,LOC-0002,3,383.71,574.05,56.3,58.48,1665.85,456.24,Cancelled,Cash on Delivery,2024-03-13,13,3,March,Q1,2024,Wednesday,Elijah Miller,Male,25-34,Dutch Oven 5.5 Qt,Home & Kitchen,Cookware,Le Creuset,USA,California,San Francisco,West
ORD-0005398,20240313,CUST-00106,PROD-0023,LOC-0052,1,2436.34,2989.45,0.0,15.54,2989.45,537.57,Shipped,Cash on Delivery,2024-03-13,13,3,March,Q1,2024,Wednesday,Edward Gonzalez,Male,25-34,EOS R6 Mark II,Electronics,Cameras,Canon,Japan,Kanagawa,Yokohama,East
ORD-0005399,20240314,CUST-00224,PROD-0080,LOC-0020,3,10.59,16.55,0.0,15.99,49.65,1.89,Delivered,Credit Card,2024-03-14,14,3,March,Q1,2024,Thursday,Eric Bernard,Male,25-34,Elvive Dream Lengths Serum,Beauty,Haircare,L'Oreal,UK,England,Birmingham,Midlands
ORD-0005400,20240314,CUST-00305,PROD-0025,LOC-0042,2,353.21,437.68,9.52,6.53,865.84,152.89,Shipped,Credit Card,2024-03-14,14,3,March,Q1,2024,Thursday,Patrick Patel,Male,45-54,HERO11 Black,Electronics,Cameras,GoPro,Germany,Baden-Wuerttemberg,Stuttgart,South
ORD-0005401,20240314,CUST-00049,PROD-0013,LOC-0022,3,1052.17,1200.79,0.0,12.08,3602.37,433.78,Cancelled,Credit Card,2024-03-14,14,3,March,Q1,2024,Thursday,Donald Schulz,Male,35-44,iPad Pro 12.9-inch,Electronics,Tablets,Apple,UK,Wales,Cardiff,West
ORD-0005402,20240314,CUST-00340,PROD-0014,LOC-0048,1,500.7,608.44,0.0,15.28,608.44,92.46,Delivered,Credit Card,2024-03-14,14,3,March,Q1,2024,Thursday,Sandra Lewis,Female,25-34,iPad Air,Electronics,Tablets,Apple,France,Nouvelle-Aquitaine,Bordeaux,Southwest
ORD-0005403,20240314,CUST-00062,PROD-0066,LOC-0052,1,43.97,68.24,8.17,13.77,60.07,2.33,Delivered,Debit Card,2024-03-14,14,3,March,Q1,2024,Thursday,Ananya Nair,Female,35-44,Premium Yoga Mat,Sports,Fitness,Gaiam,Japan,Kanagawa,Yokohama,East
ORD-0005404,20240315,CUST-00073,PROD-0021,LOC-0017,1,433.75,528.19,12.41,29.9,515.78,52.13,Delivered,Debit Card,2024-03-15,15,3,March,Q1,2024,Friday,Tyler Flores,Male,55+,Era 300 Speaker,Electronics,Audio,Sonos,UK,England,London,South
ORD-0005405,20240315,CUST-00412,PROD-0043,LOC-0006,1,196.2,348.42,0.0,7.77,348.42,144.45,Delivered,Credit Card,2024-03-15,15,3,March,Q1,2024,Friday,Melissa Davis,Female,35-44,990v5 Running Shoe,Clothing,Footwear,New Balance,USA,Florida,Miami,Southeast
ORD-0005406,20240315,CUST-00206,PROD-0100,LOC-0037,1,24.06,33.03,0.0,14.34,33.03,-5.37,Delivered,Credit Card,2024-03-15,15,3,March,Q1,2024,Friday,Kevin Dupont,Male,35-44,Elite 2.0 Commander Blaster,Toys & Games,Outdoor Play,Nerf,India,Gujarat,Ahmedabad,West
ORD-0005407,20240315,CUST-00242,PROD-0020,LOC-0011,1,167.02,198.55,0.0,16.87,198.55,14.66,Delivered,Debit Card,2024-03-15,15,3,March,Q1,2024,Friday,Kathleen Thomas,Female,18-24,Charge 5 Speaker,Electronics,Audio,JBL,Canada,Ontario,Toronto,East
ORD-0005408,20240315,CUST-00106,PROD-0083,LOC-0018,3,44.58,73.49,6.18,9.4,214.29,71.15,Returned,Cash on Delivery,2024-03-15,15,3,March,Q1,2024,Friday,Edward Gonzalez,Male,25-34,Flawless Foundation,Beauty,Makeup,Charlotte Tilbury,UK,Scotland,Edinburgh,North
ORD-0005409,20240316,CUST-00170,PROD-0079,LOC-0046,1,223.17,447.28,7.45,14.2,439.83,202.46,Delivered,Credit Card,2024-03-16,16,3,March,Q1,2024,Saturday,Rahul Rodriguez,Male,25-34,Gold Professional Styler,Beauty,Haircare,GHD,France,Provence-Alpes-Cote d Azur,Marseille,South
ORD-0005410,20240316,CUST-00138,PROD-0025,LOC-0051,1,391.84,470.58,0.0,3.71,470.58,75.03,Delivered,Credit Card,2024-03-16,16,3,March,Q1,2024,Saturday,Hassan Adams,Male,35-44,HERO11 Black,Electronics,Cameras,GoPro,Japan,Osaka,Osaka,West
ORD-0005411,20240316,CUST-00106,PROD-0065,LOC-0038,1,48.68,64.02,0.93,24.37,63.09,-9.96,Shipped,Debit Card,2024-03-16,16,3,March,Q1,2024,Saturday,Edward Gonzalez,Male,25-34,Bike Mat,Sports,Fitness,Peloton,Germany,Bavaria,Munich,South
ORD-0005412,20240317,CUST-00160,PROD-0008,LOC-0007,1,1266.13,1611.01,0.0,8.22,1611.01,336.66,Delivered,Cash on Delivery,2024-03-17,17,3,March,Q1,2024,Sunday,Kelly Thomas,Female,25-34,MacBook Air M2,Electronics,Laptops,Apple,USA,Illinois,Chicago,Midwest
ORD-0005413,20240317,CUST-00097,PROD-0033,LOC-0042,1,86.61,140.77,0.0,10.98,140.77,43.18,Shipped,Cash on Delivery,2024-03-17,17,3,March,Q1,2024,Sunday,Helen King,Female,25-34,Slim Chino Pants,Clothing,Men's Wear,Tommy Hilfiger,Germany,Baden-Wuerttemberg,Stuttgart,South
ORD-0005414,20240317,CUST-00222,PROD-0046,LOC-0001,2,215.39,309.52,0.0,14.54,619.04,173.72,Shipped,Debit Card,2024-03-17,17,3,March,Q1,2024,Sunday,Patrick Baker,Male,55+,6-Inch Premium Boot,Clothing,Footwear,Timberland,USA,California,Los Angeles,West
ORD-0005415,20240318,CUST-00309,PROD-0021,LOC-0001,1,438.1,519.65,0.0,7.26,519.65,74.29,Delivered,Debit Card,2024-03-18,18,3,March,Q1,2024,Monday,Dennis Taylor,Male,25-34,Era 300 Speaker,Electronics,Audio,Sonos,USA,California,Los Angeles,West
ORD-0005416,20240318,CUST-00014,PROD-0052,LOC-0016,3,68.27,101.89,0.0,36.76,305.67,64.1,Delivered,Cash on Delivery,2024-03-18,18,3,March,Q1,2024,Monday,Jerry Hall,Male,45-54,Ingenio Non-Stick Set,Home & Kitchen,Cookware,Tefal,Canada,Manitoba,Winnipeg,Central
ORD-0005417,20240318,CUST-00014,PROD-0067,LOC-0052,3,97.97,149.23,0.0,22.4,447.69,131.38,Pending,Debit Card,2024-03-18,18,3,March,Q1,2024,Monday,Jerry Hall,Male,45-54,GO Suspension Trainer,Sports,Fitness,TRX,Japan,Kanagawa,Yokohama,East
ORD-0005418,20240318,CUST-00157,PROD-0057,LOC-0049,3,119.16,168.34,0.0,94.52,505.02,53.02,Delivered,Cash on Delivery,2024-03-18,18,3,March,Q1,2024,Monday,Elijah Miller,Male,25-34,3000 Series Air Fryer,Home & Kitchen,Appliances,Philips,France,Hauts-de-France,Lille,North
ORD-0005419,20240318,CUST-00377,PROD-0090,LOC-0006,3,15.14,16.64,0.11,10.0,49.81,-5.61,Delivered,Credit Card,2024-03-18,18,3,March,Q1,2024,Monday,Vikram Harris,Male,35-44,Pike Place Ground Coffee 1lb,Grocery,Coffee & Tea,Starbucks,USA,Florida,Miami,Southeast
ORD-0005420,20240319,CUST-00235,PROD-0088,LOC-0044,2,15.11,20.0,0.0,18.04,40.0,-8.26,Delivered,Credit Card,2024-03-19,19,3,March,Q1,2024,Tuesday,Alice Watanabe,Female,55+,Deep Work by Cal Newport,Books,Self-Help,Portfolio,France,Ile-de-France,Paris,North
ORD-0005421,20240319,CUST-00397,PROD-0056,LOC-0012,1,106.05,154.38,0.0,34.18,154.38,14.15,Cancelled,Credit Card,2024-03-19,19,3,March,Q1,2024,Tuesday,Jean Martin,Female,25-34,AF101 Air Fryer 4Qt,Home & Kitchen,Appliances,Ninja,Canada,British Columbia,Vancouver,West
ORD-0005422,20240319,CUST-00308,PROD-0031,LOC-0032,1,35.85,62.48,10.08,6.91,52.4,9.64,Delivered,Credit Card,2024-03-19,19,3,March,Q1,2024,Tuesday,Sarah Torres,Female,55+,Dri-FIT Training T-Shirt,Clothing,Men's Wear,Nike,India,Delhi,New Delhi,North
ORD-0005423,20240319,CUST-00197,PROD-0062,LOC-0042,1,95.9,123.77,0.0,10.23,123.77,17.64,Returned,Credit Card,2024-03-19,19,3,March,Q1,2024,Tuesday,Ryota Williams,Male,25-34,Wave Hybrid Pillow,Home & Kitchen,Bedding,Casper,Germany,Baden-Wuerttemberg,Stuttgart,South
ORD-0005424,20240319,CUST-00234,PROD-0095,LOC-0014,4,36.16,42.77,0.0,28.75,171.08,-2.31,Delivered,Credit Card,2024-03-19,19,3,March,Q1,2024,Tuesday,Cheryl Evans,Female,25-34,Gold Standard Whey 2lb,Grocery,Health,Optimum Nutrition,Canada,Alberta,Calgary,West
ORD-0005425,20240320,CUST-00126,PROD-0071,LOC-0003,1,142.54,204.44,21.49,7.35,182.95,33.06,Delivered,Debit Card,2024-03-20,20,3,March,Q1,2024,Wednesday,Gary Taylor,Male,45-54,Bontrager XXX Road Helmet,Sports,Cycling,Trek,USA,Texas,Houston,South
ORD-0005426,20240320,CUST-00127,PROD-0055,LOC-0026,1,116.47,165.4,0.0,34.86,165.4,14.07,Delivered,Cash on Delivery,2024-03-20,20,3,March,Q1,2024,Wednesday,Joyce Allen,Female,18-24,Duo 7-in-1 6Qt,Home & Kitchen,Appliances,Instant Pot,Australia,Queensland,Brisbane,North
ORD-0005427,20240320,CUST-00252,PROD-0052,LOC-0027,1,86.34,132.27,8.71,21.42,123.56,15.8,Delivered,UPI,2024-03-20,20,3,March,Q1,2024,Wednesday,Judith Jones,Female,45-54,Ingenio Non-Stick Set,Home & Kitchen,Cookware,Tefal,Australia,Western Australia,Perth,West
ORD-0005428,20240320,CUST-00305,PROD-0046,LOC-0051,2,198.32,302.68,0.0,21.4,605.36,187.32,Delivered,Cash on Delivery,2024-03-20,20,3,March,Q1,2024,Wednesday,Patrick Patel,Male,45-54,6-Inch Premium Boot,Clothing,Footwear,Timberland,Japan,Osaka,Osaka,West
ORD-0005429,20240320,CUST-00354,PROD-0045,LOC-0034,1,67.38,116.08,14.21,10.48,101.87,24.01,Delivered,Cash on Delivery,2024-03-20,20,3,March,Q1,2024,Wednesday,Elijah Davis,Male,25-34,Old Skool Sneakers,Clothing,Footwear,Vans,India,Telangana,Hyderabad,South
ORD-0005430,20240321,CUST-00237,PROD-0005,LOC-0026,1,811.74,1019.19,0.0,6.32,1019.19,201.13,Delivered,Debit Card,2024-03-21,21,3,March,Q1,2024,Thursday,Harper Hernandez,Female,35-44,Pixel 7 Pro,Electronics,Smartphones,Google,Australia,Queensland,Brisbane,North
